fid,pleiades_id,continent,it_region,n1,n2,n3,verified,notes,lon,lat
"1",,Italy,Region I,Pompeii,,VII.15.2,site,Casa del Marinaio,14.4837160324906,40.7490466562197
"2",,Italy,Region I,Pompeii,,VII.15.3,site,,14.4838244224727,40.7491306254743
"3",,Italy,Region I,Pompeii,,VII.15.4,site,Taberna Lusoria Aleariorum,14.483879536023,40.7491798007897
"4",,Italy,Region I,Pompeii,Shop-House,VIII.3.21,site,,14.4863931386026,40.7513388428328
"5",,Italy,Region I,Pompeii,Shop-House,VII.3.22,site,,14.4864274314783,40.751298947177
"6",,Italy,Region I,Pompeii,Shop-House,VII.3.23,site,,14.4864739718096,40.751246990008
"7",,Italy,Region I,Pompeii,House of M. Spurius Mensor,VII.3.29,site,,14.4859779498576,40.75106838693
"8",,Italy,Region I,Pompeii,"Casa del Panettiere; del Magistrato Anonimo",VII.3.30,site,,14.485823631917,40.7510155017707
"9",,Italy,Region I,Pompeii,,VII.3.36,site,,14.4856325716096,40.7510377692113
"10",,Italy,Region I,Pompeii,,VII.3.37,site,,14.4856264478818,40.7510720981677
"11",,Italy,Region I,Pompeii,House of Bacchus,VII.4.10,site,,14.4845070304394,40.7504569576954
"12",,Italy,Region I,Pompeii,Shop-House,VII.4.20,site,,14.4848720046165,40.750274177303
"13",,Italy,Region I,Pompeii,,VII.4.26,site,,14.4852014611722,40.7503372690689
"14",,Italy,Region I,Pompeii,,VII.4.27,site,,14.4852516757402,40.7503567532786
"15",,Italy,Region I,Pompeii,Aviary,VII.7.16,site,,14.4839624906536,40.7495433836405
"16",,Italy,Region I,Pompeii,,VII.7.17,site,,14.4839094522832,40.7495897091331
"17",,Italy,Region I,Pompeii,,VII.7.23,site,,14.4841912836243,40.7497416061002
"18",,Italy,Region I,Pompeii,"House of the Golden Cupids; ouse of Cn. Poppaeus Habitus",VI.16.7,site,Casa degli Amorini Dorati,14.4851590307529,40.7524180273475
"19",,Italy,Region I,Pompeii,,VI.16.10,site,,14.4850022633212,40.7525664736796
"20",,Italy,Region I,Pompeii,,VI.16.26-27,site,,14.4844780722213,40.7527650201307
"21",,Italy,Region I,Pompeii,,VI.16.29-30,site,,14.4845729900022,40.7526235326503
"22",,Italy,Region I,Pompeii,,VI.16.31,site,,14.4846232045702,40.752527970444
"23",,Italy,Region I,Pompeii,,VI.16.36,site,,14.4847677245463,40.7523034451083
"24",,Italy,Region I,Pompeii,,VI.17.9-10,site,,14.4819814283961,40.7513413176254
"25",,Italy,Region I,Pompeii,House of Polybius,VI.17.23-26,site,,14.4828191543595,40.7506046358701
"26",,Italy,Region I,Pompeii,"House of Aequanus; House of Polybus [Mazois, Zahn, Breton]",VI.17.32/36,site,,14.4831865780277,40.7501370150047
"27",,Italy,Region I,Pompeii,"House of the Wedding of Alexander; House of the Bracelet",VI.17.42,site,,14.4834952139089,40.7497862971977
"28",,Italy,Region I,Pompeii,House of the Popidii,VIII.3.4,site,Casa di Ercole ed Auge,14.4856846896578,40.7491718425416
"29",,Italy,Region I,Pompeii,House of Championnet I,VII.2.1,site,,14.4845414338877,40.7485862972733
"30",,Italy,Region I,Pompeii,"House of the Wild Boar I; House of L. Coelius Caldus",VIII.3.8,site,Casa del Cinghiale I,14.4858621755939,40.749218455942
"31",,Italy,Region I,Pompeii,Shop on Via dell’Abbondanza,II.5.1,site,,14.4937855261086,40.75247833371
"32",,Italy,Region I,Pompeii,,VI.1.1,site,Caupona,14.4813670210443,40.7517957432551
"33",,Italy,Region I,Pompeii,"House of P. Varenius Zethus; House of the Vestals",VI.1.7,site,Casa delle Vestali,14.4816890232593,40.7516067329663
"34",,Italy,Region I,Pompeii,"House of P. Varenius Zethus; House of the Vestals",VI.1.25,site,Casa delle Vestali,14.4819126894686,40.7518968211797
"35",,Italy,Region I,Pompeii,House of the Surgeon,VI.1.10,site,Casa del Chirurgo,14.4818023988895,40.751535160151
"36",,Italy,Region I,Pompeii,"House of Sallust; of A Cossius Libanus; House of Actaron",VI.2.5,site,Casa di Atteone,14.4825110575052,40.7510871357085
"37",,Italy,Region I,Pompeii,"House of Sallust; of A Cossius Libanus; House of Actaeon",VI.2.3,site,Casa di Atteone,14.4824502357406,40.7511524988586
"38",,Italy,Region I,Pompeii,"House of Actaeon; House of Sallust; of A Cossius Libanus",VI.2.4,site,Casa di Atteone,14.4824827683124,40.7511176742374
"39",,Italy,Region I,Pompeii,,VI.2.10,site,,14.4823059608573,40.7513362654033
"40",,Italy,Region I,Pompeii,,VI.2.12,site,,14.4822065950675,40.7515189599196
"41",,Italy,Region I,Pompeii,"House of the Amazons; of Isis and Osiris",VI.2.14,site,,14.4821114726567,40.7516759375048
"42",,Italy,Region I,Pompeii,House of Narcissus,VI.2.16,site,Casa del Narcisso,14.4819983158855,40.7518409510856
"43",,Italy,Region I,Pompeii,House of Narcissus,VI.2.21,site,Casa del Narcisso,14.4823328355905,40.7520300732898
"44",,Italy,Region I,Pompeii,Stable and Caupona,VI.2.18,site,,14.4818879880335,40.7519963206412
"45",,Italy,Region I,Pompeii,Stable and Caupona,VI.2.19,site,,14.4822366523349,40.7521763345689
"46",,Italy,Region I,Pompeii,Hospitum,VI.2.20,site,,14.4822978277144,40.7520812379863
"47",,Italy,Region I,Pompeii,"House of Apollo; House of the Female Dancers",VI.2.15,site,Casa delle Danzatrici,14.4820623201842,40.751750140091
"48",,Italy,Region I,Pompeii,"House of Apollo; House of the Female Dancers",VI.2.22,site,Casa delle Danzatrici,14.4823940109699,40.7519376552827
"49",,Italy,Region X,Brioni Island,,,locality,,13.7609,44.912
"50",,Europe,,Creta,,,,,0,0
"51",,Europe,,Germania Inferior,Blackenheim,Rural Villa,,,0,0
"52",,Italy,Region IV,Villa Adriana,Canopus gardens,,verified,,12.7759409,41.93847218
"53",,Europe,,Britannia,Chedworth,Rural Villa,,,-1.924798,51.81983
"54",,Italy,Region IV,Villas near Tivoli,Colle Vitriano,,locality,,12.7982,41.95389
"55",,Italy,Region IV,Villas near Tivoli,Cynthia's villa,,,,0,0
"56",,Europe,,Germania Superior,Ferpicloz,Rural Villa,,,0,0
"57",,Africa,,Aegyptus,Imbrahimiya,Alexandria,locality,,29.925521,31.2141
"58",,Europe,,Lusitania,La Cocosa,Villa de La Cocosa,wrong,,0,0
"59",,Italy,Region I,Campania,Massa Lubrense,,rough,,14.33372498,40.60355938
"60",,Europe,,Gallia Aquitania,Montmaurin,Villa of Lasalles,verified,,0.645487,43.216435
"61",,Europe,,Achaia,Sikyon,Sanctuary of Demeter and Persephone,verified,,22.712222,37.984037
"62",,Italy,Region I,Latium,Sperlonga,,verified,,13.46288681,41.24231993
"63",,Italy,Region IV,Villa Adriana,Terraced garden,,rough,,12.77243793,41.94337219
"64",,Africa,,Aegyptus,Theadelphia,Fayum,locality,,30.516667,29.35
"65",,Europe,,Gallia Lugdunensis,Vaise,House with Xenia,,,0,0
"66",,Europe,,Gallia Narbonensis,Vasio Voncontorium,Sanctuary with Porticoes,,,0,0
"67",,Europe,,Gallia Belgica,Weitersbach,Rural Villa,,,0,0
"68",,Italy,Region VII,Cosa,,,rough,,11.2877,42.4126
"69",,Asia,,Hellespontus,,,,,0,0
"70",,Asia,,Galatia-Cappodocia,,,,,0,0
"71",,Asia,,Cilicia,,,,,0,0
"72",,Asia,,Bithynia,,,,,0,0
"73",,Asia,,Armenia,,,,,0,0
"74",,Europe,,Raetia,,,,,0,0
"75",,Europe,,Moesia,,,,,0,0
"76",,Africa,,Cyrene,,,,,0,0
"77",,Italy,Region IV,Tivoli,,,verified,,12.7971,41.96566
"78",,Italy,Region II,Spinazzola,,,rough,,16.086,40.9659
"79",,Europe,,"Alpes Cottiae, Maritimiae, Poeniae",,,,,0,0
"80",,Asia,,Paphlagonia,,,,,0,0
"81",,Europe,,Lycaonia,,,,,0,0
"82",,Europe,,Thracia,,,,,0,0
"83",,Asia,,Mesopotamia,,,,,0,0
"84",,Asia,,Lycia,,,,,0,0
"85",,Europe,,Sardinia,,,,,0,0
"86",,Italy,Region IV,Tomb Garden of Valeria Athenais,,,rough,,12.7882,41.9593
"87","324653",Africa,,Africa Proconsularis,Acholla,House of the Triumph of Neptune,,,11.0261615,35.103997
"88","324653",Africa,,Africa Proconsularis,Acholla,House of Asinus Rufinus,locality,,11.0261615,35.103997
"89",,Europe,,Achaia,Aegina,Temple Grove,verified,,23.51898193,37.7392273
"90",,Europe,,Silicia,Agrigento,Villa Durrueli di Realmonte,,,0,0
"91",,Europe,,Hispania Tarraconensis,Aguilafuente,Villa of Sta. Lucia,locality,,-4.08525109,41.2160051
"92","187265",Europe,,Noricum,Aguntum,Urban House,,,12.8228592,46.8274616
"93",,Europe,,Gallia Narbonensis,Ain,Tomb Garden of M. R. Catullus,,,0,0
"94",,Europe,,Hispania Tarraconensis,Alameda,Funerary Grove of T.A. Vetus,close,,-3.87698561,38.60877848
"95",,Europe,,Hispania Baetica,Alameda,Villa del Cortijo de los Vila,locality,,-4.657951,37.21646279
"96","167629",Europe,,Gallia Narbonensis,Alba Helviorum,Baths of La Planchette,verified,,4.59887803,44.56058911
"97","167629",Europe,,Gallia Narbonensis,Alba Helviorum,"Sainte-Pierre, House",verified,,4.59873319,44.56132679
"98","167629",Europe,,Gallia Narbonensis,Alba Helviorum,Les Basaltes House A,verified,,4.59828258,44.56029862
"99","167629",Europe,,Gallia Narbonensis,Alba Helviorum,"Le Pinard, House A",verified,,4.60074484,44.55855185
"100","167629",Europe,,Gallia Narbonensis,Alba Helviorum,"Le Pinard, House B",verified,,4.60075021,44.55871238
"101","167629",Europe,,Gallia Narbonensis,Alba Helviorum,Area with Porticoes A,verified,,4.60009575,44.56130386
"102","167629",Europe,,Gallia Narbonensis,Alba Helviorum,Villa of Le Plaine,approximate,,4.60525632,44.5635092
"103","167629",Europe,,Gallia Narbonensis,Alba Helviorum,Area with Porticoes B,verified,,4.60073411,44.5619498
"104",,Europe,,Hispania Tarraconensis,Albaladejo,Villa en Puente de la Olmilla,locality,,-2.7652778,38.6027778
"105",,Europe,,Hispania Baetica,Almedinilla,Villa el Ruedo,close,,-4.08942997,37.44311096
"106",,Europe,,Hispania Tarraconensis,Altafulla,Villa de Els Munts,locality,,1.38580084,41.13602341
"107","324664",Africa,,Africa Proconsularis,Althiburos,House of the Muses,,,8.831793,35.94384
"108","324664",Africa,,Africa Proconsularis,Althiburos,House of the Fishing Scene,,,8.831793,35.94384
"109","324664",Africa,,Africa Proconsularis,Althiburos,House of the monument of Asklepieia,locality,,8.831793,35.94384
"110",,Europe,,Gallia Narbonensis,Andance,Villa de Chateau Pipet,,,0,0
"111",,Europe,,Germania Superior,Andematunnum,Tomb garden of anonymous,,,5.335214,47.864221
"112",,Asia,,Syria,Antioch,Private Houses,,,0,0
"113","648565",Asia,,Asia,Aphrodisias,?,verified,,28.723535,37.709163
"114",,Asia,,Asia,Aphrodisias,?,verified,,28.723535,37.709163
"115","648565",Asia,,Asia,Aphrodisias,?,verified,,28.723535,37.709163
"116","648565",Asia,,Asia,Aphrodisias,?,verified,,28.723535,37.709163
"117",,Africa,,Aegyptus,Aphrodite Nome,Upper Nile Valley,approximate,,31.39106,26.875369
"118",,Europe,,Gallia Narbonensis,Aquae Sextiae,"Jardins de Grassi, House with large peristyle",verified,,5.4445678,43.53323879
"119",,Europe,,Gallia Narbonensis,Aquae Sextiae,"Enclos Reynaud, house with pool",approximate,,5.44134915,43.53269432
"120",,Europe,,Gallia Narbonensis,Aquae Sextiae,"Enclos Reynaud, house with semicircular bay",approximate,,5.44127941,43.53272154
"121",,Europe,,Gallia Narbonensis,Aquae Sextiae,"Enclos Milhaud, house with large peristyle",verified,,5.44147253,43.53238708
"122",,Europe,,Gallia Narbonensis,Aquae Sextiae,House under Pasteur,verified,,5.44617981,43.53399132
"123",,Europe,,Gallia Narbonensis,Aquae Sextiae,"Enclos Reynaud, house with opus sectile",approximate,,5.44139743,43.53274488
"124","197130",Europe,,Pannonia,Aquincum,Urban House,,,19.049522,47.564075
"125",,Europe,,Germania Superior,Arae Flaviae,Large building,,,8.627925,48.166687
"126",,Europe,,Gallia Narbonensis,Arausio,House with polychrome mosaic,,,0,0
"127",,Europe,,Gallia Narbonensis,Arausio,House on Cours Portoules,,,0,0
"128",,Europe,,Gallia Narbonensis,Arausio,Sururban villa de la Brunette,,,0,0
"129",,Europe,,Gallia Narbonensis,Arausio,House of Mosaic with Menander,,,0,0
"130",,Europe,,Gallia Narbonensis,Arausio,House of Clodius,,,0,0
"131",,Italy,Region IV,Villas near Tivoli,Arcinelli's Villa,,locality,,12.794,41.9203
"132",,Europe,,Hispania Baetica,Arcos de la Frontera,Villa el Santiscal,verified,,-5.77183619,36.7655691
"133",,Europe,,Gallia Narbonensis,Arelate,Trinquetaille House 1,,,0,0
"134",,Europe,,Gallia Narbonensis,Arelate,House under Credit Agricole,,,0,0
"135",,Africa,,Aegyptus,Arsinoite Nome,Fayum,,,0,0
"136",,Europe,,Achaia,Athens,Altar of 12 Gods,verified,,23.722662,37.97572
"137",,Europe,,Achaia,Athens,Temple of Hephaistos,verified,,23.721409,37.975646
"138",,Europe,,Achaia,Athens,Hadrian's Library,verified,,23.725995,37.975531
"139",,Europe,,Achaia,Athens,Omega House,,,0,0
"140",,Europe,,Achaia,Athens,Gardens of Epicurus,,,0,0
"141",,Europe,,Achaia,Athens,Gymnasia and groves,verified,,23.743349,37.974031
"142",,Europe,,Achaia,Athens,Palace of Giants,verified,,23.722431,37.974611
"143",,Europe,,Achaia,Athens,Houses near Areopagus,verified,,23.727201,37.970633
"144",,Europe,,Lusitania,Augusta Emerita,House of Amphitheater,wrong,,0,0
"145",,Europe,,Lusitania,Augusta Emerita,House in Alcazaba,wrong,,0,0
"146",,Europe,,Lusitania,Augusta Emerita,House of Theater,wrong,,0,0
"147",,Europe,,Lusitania,Augusta Emerita,House of hill garden,unknown,,0,0
"148",,Europe,,Lusitania,Augusta Emerita,House of mithraeum,wrong,,0,0
"149",,Europe,,Lusitania,Augusta Emerita,Peristyle of Theater,wrong,,0,0
"150",,Europe,,Lusitania,Augusta Emerita,Houses of Museum,wrong,the location is a museum now,0,0
"151",,Europe,,Lusitania,Augusta Emerita,Temple of Diana,wrong,,0,0
"152",,Europe,,Germania Superior,Augusta Raurica,House in insula 1 and 2,,,0,0
"153",,Europe,,Germania Superior,Augusta Raurica,"House, insula 30",,,0,0
"154","138203",Europe,,Gallia Aquitania,Augustoritum,Opus Sectile and House of Opus Quadratum,approximate,,1.26466691,45.82834696
"155","138203",Europe,,Gallia Aquitania,Augustoritum,House of Five Mosaics,approximate,,1.26454353,45.82865721
"156","138203",Europe,,Gallia Aquitania,Augustoritum,House of Opus Sectile,approximate,,1.26447916,45.8283507
"157","138203",Europe,,Gallia Aquitania,Augustoritum,"House 35, Insula VII-5",approximate,,1.26439333,45.8284591
"158","138203",Europe,,Gallia Aquitania,Augustoritum,House with Aquatic décor,approximate,,1.25611067,45.82863478
"159","138203",Europe,,Gallia Aquitania,Augustoritum,House with Small viridarium,approximate,,1.26450598,45.82857871
"160","138203",Europe,,Gallia Aquitania,Augustoritum,House in Rue de Clairettes,verified,,1.25501633,45.82912819
"161","138203",Europe,,Gallia Aquitania,Augustoritum,House of Large Vestibule,approximate,,1.26437187,45.82836939
"162","138203",Europe,,Gallia Aquitania,Augustoritum,House in rue de Vigne de fer,verified,,1.25817865,45.82775822
"163","138203",Europe,,Gallia Aquitania,Augustoritum,House of Nones of March,verified,,1.26244068,45.824164
"164","579889",Europe,,Achaia,Aulis,Sanctuary of Artemis,verified,,22.435118,37.082874
"165","108778",Europe,,Gallia Lugdunensis,Autricum,Domus of Place des Epars,verified,,1.48392677,48.4442765
"166",,Europe,,Germania Superior,Aventicum,"House, insula 16",,,0,0
"167",,Europe,,Germania Superior,Aventicum,"Palatial House, Insula 7",,,0,0
"168",,Europe,,Germania Superior,Aventicum,"House, Insula 13",,,0,0
"169",,Europe,,Gallia Belgica,Bad Durkheim-Ungstein,Rural Villa,,,0,0
"170",,Europe,,Germania Superior,Bad Kreuznach,Rural Villa,,,0,0
"171",,Europe,,Hispania Baetica,Baelo Claudia,West House,locality,,-5.77540487,36.08845573
"172",,Europe,,Hispania Baetica,Baelo Claudia,House of Sundial,locality,,-5.77532977,36.08843839
"173",,Italy,Region I,Campania,Baiae,,verified,,14.0683355,40.8181965
"174","658394",Italy,Region I,Campania,Baiae,,verified,,14.06850815,40.81835627
"175",,Europe,,Britannia,Bancroft,Rural Villa,,,-0.794662,52.055309
"176",,Europe,,Hispania Tarraconensis,Barcino,House of Condes de Barcelona St.,unknown,can't find,2.173611,41.385
"177",,Asia,,Syria,Batnae,Imperial Residence,,,38.424374,36.9763845
"178",,Europe,,Hispania Baetica,Benalmadena-Costa,villa?,,,0,0
"179",,Europe,,Gallia Aquitania,Beneharnum,Villa de Saint-Michel,verified,,-0.42248011,43.32886149
"180","138227",Europe,,Gallia Aquitania,Blacciacum,Villa de Plassac,verified,,-0.6460765,45.101925
"181",,Europe,,Gallia Belgica,Borg,Villa Borg,verified,,6.4576757,49.4966815
"182","432723",Italy,Region I,Campania,Boscoreale,,verified,,14.4732795,40.76841
"183","432724",Italy,Region I,Campania,Boscotrecase,,verified,,14.463003,40.775369
"184",,Europe,,Gallia Narbonensis,Briord,Tomb garden,,,0,0
"185",,Italy,Region IV,Villas near Tivoli,Brutus' Villa,,locality,,12.8041,41.9343
"186",,Italy,Region IV,Villa Adriana,Building east of Inferi Nymphaeum,,locality,,12.78088152,41.93819285
"187",,Asia,,Iudaea,Caesarea Maritima,Praetorium,,,0,0
"188",,Asia,,Iudaea,Caesarea Maritima,Herod's Promontory Palace,,,0,0
"189",,Europe,,Hispania Tarraconensis,Calafell,Vilarenc,unknown,the coordinates in GRE are wrong / can't find,1.5699935,41.19155682
"190",,Europe,,Britannia,Camulodunum,Suburban gardens,,,0.904605,51.887409
"191",,Italy,Region IV,Villas near Tivoli,Capito's Villa,,,,0,0
"192",,Italy,Region I,Campania,Capri,,rough,,14.227,40.5501
"193","432754",Italy,Region I,Campania,Capua,,verified,,14.250207,41.0860925
"194",,Africa,,Africa Proconsularis,Carthage,House of the Cryptoportico,,,0,0
"195",,Africa,,Africa Proconsularis,Carthage,House of Dionysos,,,0,0
"196",,Africa,,Africa Proconsularis,Carthage,House of the Aviary,verified,,10.3314221,36.857911
"197",,Italy,Region I,Latium,Cassino,,rough,,13.83247375,41.48029018
"198",,Italy,Region IV,Villas near Tivoli,Cassius' Villa,,locality,,12.8137,41.9316
"199",,Europe,,Gallia Aquitania,Castelculier,Villa Lamarque,verified,,0.69766402,44.17592922
"200",,Europe,,Gallia Narbonensis,Caumont-sur-Durance,Villa of St. Symphorien,,,0,0
"201",,Europe,,Gallia Narbonensis,Cavalaire-sur-Mer,Villa de Pardigon,,,0,0
"202",,Europe,,Britannia,Chester,Tomb painting?,,,-2.887628,53.188456
"203",,Africa,,Numidia,Cirta,Tomb garden,,,6.6136765,36.3680785
"204","187350",Europe,,Hispania Tarraconensis,Clunia,House of Taracena,close,,-3.37100029,41.78117698
"205",,Africa,,Africa Proconsularis,Clupea,Villa with Bust,,,0,0
"206",,Africa,,Africa Proconsularis,Clupea,House of the Two Hunts,,,0,0
"207",,Europe,,Gallia Belgica,Colonia Augusta Treverorum,Urban House,,,0,0
"208",,Europe,,Germania Inferior,Colonia Claudia Ara Agrippinensium,House Gertrudenstrasse,,,6.959908,50.940671
"209",,Europe,,Germania Inferior,Colonia Claudia Ara Agrippinensium,House Wolfstrasse,,,6.959908,50.940671
"210",,Europe,,Germania Inferior,Colonia Claudia Ara Agrippinensium,House Lungenstrasse,,,6.959908,50.940671
"211",,Europe,,Germania Inferior,Colonia Claudia Ara Agrippinensium,Atrium House,,,6.959908,50.940671
"212",,Europe,,Germania Inferior,Colonia Claudia Ara Agrippinensium,House of Dionysos,,,6.959908,50.940671
"213",,Europe,,Hispania Baetica,Colonia Patricia Corduba,Fountain statues,unknown,likely to be museum collection,-4.7749114,37.88147573
"214",,Europe,,Hispania Baetica,Colonia Patricia Corduba,Fountain,unknown,discovery spot is unknown. under Cordoba section in GRE,-4.77492213,37.88150749
